name,latitude,longitude,empty_slots,free_bikes
Brick Works,43.683884,-79.36647,14,10
University Ave / Gerrard St W (WEST) - SMART,43.6578449,-79.3899265,17,0
University Ave / King St W - SMART,43.6477785,-79.3847928,19,1
Amroth Ave / Danforth Ave,43.6856128,-79.31168269999999,13,6
Summerhill Subway Station,43.681944,-79.390556,10,0
Niagara St / Richmond St W,43.64534,-79.409597,3,23
Beaty Ave / Queen St W,43.6393107,-79.4408141,4,15
Blantyre Park,43.68306889999999,-79.279682,12,11
Queen St E / Rushbrooke Ave,43.6626628,-79.3323698,1,13
Donlands Subway Station,43.681114,-79.3373885,9,6
Lynn Williams St / East Liberty St - SMART,43.638925,-79.4168659,0,14
Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395,11,3
Victoria St / Queen St E,43.652822,-79.378208,20,2
285 Victoria St,43.656633,-79.379625,31,3
Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,3,13
Kilgour Rd / Rumsey Rd,43.718039,-79.371914,10,6
Bay St / Scollard St,43.672152,-79.39018,12,3
Weston Rd / St Clair Ave W - SMART,43.673019,-79.467994,15,3
Sunnybrook Health Centre - L Wing,43.72268,-79.37644,14,0
Dundas St W / St Helen's Ave - SMART,43.6504218,-79.4407647,9,17
Yonge St / St Clair Ave,43.68850459999999,-79.3940052,18,0
Spadina Ave / Blue Jays Way,43.641705,-79.393295,0,30
Bloor St W / Riverside Dr,43.647663,-79.487583,13,8
Sunnybrook Health Centre - S Wing,43.720998,-79.377456,9,1
Yonge St / Woburn Ave - SMART,43.72814640000001,-79.4032194,10,2
Simcoe St / Michael Sweet Ave,43.652327224103,-79.3882538196087,12,7
Queen St W / Dovercourt Rd,43.6438602,-79.4227573,1,9
King's Mill Park,43.64920406876699,-79.49336334201408,8,19
University Ave / Richmond St W,43.6503935,-79.3860211,34,0
135 Queens Wharf Rd - SMART,43.6399714,-79.39940399999999,0,14
406 Oakwood Ave,43.68827060022711,-79.43937767081853,16,3
Granby St / Church St - SMART,43.6614605,-79.37894570000002,5,19
Lumsden Ave / Eastdale Ave,43.69413548199171,-79.30058718775287,10,10
Yonge St / Lawrence Ave E,43.7254665,-79.40115449999999,21,2
Yonge St / Orchard View Blvd,43.7083577,-79.39886200000001,34,1
Hanna Ave / Liberty St,43.63840090000001,-79.4197107,0,16
Lower Don River Trail and Taylor Creek Trail,43.7027268,-79.33368089999999,3,15
St Columba Pl / St Clair Ave E,43.70567,-79.310554,13,5
Strachan Ave / Princes' Blvd,43.635,-79.4088888888889,3,16
King St E / River St,43.656784782853144,-79.35627385059036,2,11
Yonge St / Golfdale Rd,43.732016,-79.403637,6,8
909 Yonge St,43.67515255542865,-79.38849615969643,11,2
640 Bloor Street E,43.67468857448634,-79.36701962396272,16,1
York University (Glendon Campus) - SMART,43.727365488246306,-79.3814254607724,7,8
1303 Yonge St - SMART,43.6846177,-79.39245919999999,15,1
York University Station (South) - SMART,43.77345,-79.5002,16,0
Woodbine Subway Station,43.686442,-79.313404,9,5
Spadina Ave / Sussex Ave - SMART,43.66402799999999,-79.40297869999999,31,4
Simcoe St / Queen St W,43.65049,-79.3873,37,1
Bathurst St / Front St W,43.64134790000001,-79.4013882,0,26
Bay St / Harbour St (East),43.64215,-79.377,8,15
East Liberty St / Western Battery Rd,43.6392777,-79.4115736,1,16
King St W / Brant St,43.645102,-79.39744979999999,3,18
Bloor St W / Gladstone Ave - SMART,43.6602021,-79.4342726,9,0
High Park Blvd / Parkside Dr,43.644887,-79.45641169999999,7,6
20 Eaton Ave,43.680012,-79.34403250000001,7,17
Fort York Blvd / Garrison Rd,43.637381,-79.406112,0,12
Housey St / Dan Leckie Way,43.63811,-79.397877,0,24
1525 Dundas St W,43.64957,-79.432446,1,12
85 Lee Ave,43.6700692,-79.2971326,21,3
Mutual St / Shuter St (Arena Gardens),43.6559476,-79.37558829999999,9,9
Queen St E / Joseph Duggan Rd,43.6677628,-79.30811709999999,5,13
Heyworth Cres / Kingston Rd,43.6750806,-79.3068697,4,15
St Clair Ave W / Caledonia Rd,43.6754247,-79.4547813,11,0
Wellington St W / Stafford St,43.6409957,-79.40966630000001,4,17
111 Broadview Ave,43.6593483,-79.34993659999999,0,15
Christie St / Dupont St,43.67168,-79.421192,14,3
Richmond St E / Jarvis St Green P,43.652634,-79.374222,15,0
Bathurst St / Dundas St W,43.6519501,-79.4060978,21,6
Oak St / Sackville St,43.6613642,-79.3641171,0,19
24 Mountjoy Ave,43.6808774,-79.3304491,14,2
Colgate Ave / Carlaw Ave,43.6623658,-79.3413344,1,16
Felstead Ave/Gillard Ave (Monarch Park),43.6791345,-79.3263159,15,12
Lower Jarvis St / The Esplanade,43.6478206,-79.3704721,11,4
Coronation Park (Martin Goodman Trail),43.635495,-79.40352209999999,3,15
101 Cedarvale Ave,43.6868681,-79.3110942,4,11
St Clair Ave W / Oakwood Ave,43.678177,-79.435364,15,0
Beltline Trail / Yonge St,43.6962302,-79.39504339999999,19,3
Shaw St / Essex St - SMART,43.667076,-79.425116,4,9
St Clair Ave W / Robina Ave,43.68005,-79.43469,14,1
Joseph J Piccininni Community Centre,43.675648,-79.4527619,19,0
11 Spadina Rd,43.6677246,-79.4041365,1,0
Vanauley St / Queen St W - SMART,43.648437,-79.39838,6,6
Sherbourne St / Wellesley St E,43.6673,-79.374,18,12
Queen St W / Bay St (City Hall),43.6517925,-79.38269509999999,22,1
Queen St W / Roncesvalles Ave,43.6372958,-79.4423237,8,11
Havelock St / Dewson St,43.6554793,-79.4302462,4,10
St Clair West Subway Station - Heath Entrance,43.686352,-79.415894,21,1
Queen St W / Shaw St,43.6442457,-79.41610440000001,0,20
York University Station (North),43.7741,-79.5005,14,1
Spadina Rd / St.Clair Ave West,43.683979,-79.410657,12,3
Spadina Ave / Adelaide St W,43.6472019,-79.3953394,6,9
Cherry St / Mill St,43.6513927,-79.35794659999999,6,9
Jarvis St / Maitland Pl,43.6647688,-79.3772602,8,9
Temperance St / Bay St,43.6506,-79.381285,18,2
Cherry Beach Sports Fields (55 Unwin Ave),43.6408346,-79.3429074,15,0
Randolph Ave / Perth Ave,43.6585504,-79.4497659,19,0
Wolseley St / Augusta Ave,43.6484201,-79.40051919999999,0,25
Lumsden Ave / Cedarvale Ave,43.693187,-79.314283,4,6
Niagara St / Portland St,43.6425791,-79.40011729999999,1,10
Church St / The Esplanade,43.6469251,-79.3733192,6,9
King St W / Portland St,43.644395,-79.40065430000001,1,14
Widmer St / King St W,43.6463574,-79.391206,0,9
Wellesley St E / Parliament St,43.6682342,-79.3702641,3,10
Yonge St / Macpherson Ave,43.6791876,-79.39071899999999,10,5
Davenport Rd / Bedford Rd,43.674446,-79.398331,10,5
265 Armadale Ave,43.6501644,-79.48296909999999,11,12
800 Fleet St,43.636804,-79.408832,2,1
St. Joseph St / Bay St - SMART,43.6658804,-79.38761010000002,8,11
Victoria Park Ave / Kingston Rd,43.68035,-79.28357,13,2
Ontario St / Adelaide St E -SMART,43.6535052,-79.3667689,4,11
Highview Ave / Kennedy Rd,43.702418581463505,-79.2563167072858,1,14
Kingston Rd / Warden Ave,43.68824135931814,-79.27046628033244,8,6
Birchcliff Ave / Kingston Rd,43.691688,-79.265027,5,10
Kingston Rd / Glen Everest Rd,43.697490048103,-79.25655146462776,2,13
Birchmount Rd / Kingston Rd,43.69401297794256,-79.26257204548136,9,5
Pharmacy Ave / Danforth Ave,43.6929478,-79.28339980000001,6,9
Danforth Ave / Warden Ave,43.6950192,-79.27180659999999,12,1
Eglinton Ave W / Gilbert Ave,43.69263249999999,-79.4627536,18,1
Sharpe St / Park St (Sandown Park),43.7105975,-79.2541175,11,4
Eglinton Ave W / Prospect Cemetery,43.69415,-79.45782580000001,16,3
Marlee Ave / York Beltline Trail,43.70163,-79.44099,18,1
Bert Robinson Park,43.688028,-79.460265,10,5
Rogers Rd / Prospect Cemetery,43.68323,-79.455765,21,2
Eglinton Ave W / Ennerdale Rd,43.69466,-79.45376999999999,12,2
Chester Subway Station,43.6784834,-79.3513564,3,5
Bloor St W / Old Mill Trl,43.65016869999999,-79.4963345,18,1
Wendover Rd / Bloor St W (Green P),43.6492,-79.50601999999999,14,0
Luttrell Ave / Danforth Ave,43.6897656,-79.2939525,11,4
1926 Lake Shore Blvd W,43.6357643,-79.4674917,1,21
36 Park Lawn Rd,43.62369169999999,-79.4838132,0,14
Howard Park Ave / Parkside Dr,43.648657,-79.458111,10,5
Ted Rogers Way / Bloor St E,43.671293,-79.380471,8,14
Walter Saunders Park,43.699327072589426,-79.4493630391668,14,0
Park Lawn Rd / Berry Rd,43.63560589999999,-79.4934616,12,3
Tobermory Dr / Finch Corridor Trail,43.7611741,-79.5114452,8,11
Driftwood Ave / Finch Corridor Trail,43.7603624,-79.5162777,17,1
Grand Avenue Park,43.62313,-79.4918,0,20
The Pond Rd / Shoreham Dr,43.772445,-79.511912,14,0
Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,0,10
Kingston Rd / Ridgemoor Ave,43.70643614257429,-79.25104443353288,8,3
Moss Park,43.655972,-79.370638,8,6
York St / Lake Shore Blvd W,43.641952,-79.380723,4,12
St. Andrew's Playground Park,43.646552,-79.399586,4,4
College St / Henry St ,43.6591529,-79.3947953,8,3
Emerson Ave / Bloor St W,43.659055,-79.440764,17,5
Sherbourne St / Isabella St,43.669576,-79.375961,2,16
Victoria Park Ave / Dawes Rd,43.706466,-79.29511,9,10
Roncesvalles Ave / Fermanagh Ave,43.646314469245205,-79.44879407014527,3,15
Tommy Thompson Park (Leslie Street Spit),43.65222662225532,-79.32295440954084,10,21
St. John's Rd / Dundas St W,43.66526761605873,-79.47502122887077,11,3
Albany Ave / Bloor St W,43.66554144421798,-79.41010317605742,12,3
Pioneer Village Subway Station,43.77649016265579,-79.5085364909097,11,0
Toronto Eaton Centre (Yonge St) - SMART,43.655431,-79.380653,20,0
Armoury St / Chestnut St,43.65351799690878,-79.38591063795928,8,6
Lake Shore Blvd W / Brow Dr,43.59119994025076,-79.54449133041076,13,2
25 Booth Ave,43.6544839,-79.34105699999999,13,10
Spadina Ave / Sullivan St,43.65082785552666,-79.39698099821702,10,13
St. Clair Ave W / Osler St,43.673843560032594,-79.46092618902435,6,5
Simcoe St / King St W,43.647508351306186,-79.38604436555764,11,2
Grenoble Dr / Gateway Blvd,43.71513211098082,-79.33413623320465,10,4
Grenoble Dr / Deauville Ln,43.71649675774656,-79.33089439933623,8,7
Grenoble Dr / Vendome Pl,43.715537998967406,-79.32811427663442,5,6
Thorncliffe Park Dr / Leaside Park Trail,43.70400405297843,-79.34807015078738,2,13
Ferrand Dr / Rochefort Dr,43.719632535237835,-79.33199950866776,15,2
165 McRae Dr,43.70656159598004,-79.36781965092621,10,5
75 Thorncliffe Park Dr,43.70518328279426,-79.34224729962946,2,6
Mount Pleasant Rd / Davisville Ave - SMART,43.70088225686968,-79.38736016665911,14,1
St Clair Ave W / Avenue Rd ,43.68688938028234,-79.40099513147447,14,1
HTO Park (Queens Quay W),43.63796,-79.387502,3,18
Nassau St / Bellevue Ave,43.65484215542248,-79.40351232494366,9,6
Huron St / Harbord St,43.6637,-79.400053,18,1
Ward St / Wallace Ave,43.662857,-79.44618,5,8
Starspray Blvd / Lawrence Ave E,43.788319,-79.123505,14,4
The Well,43.643025055165865,-79.39430137761319,1,17
60 Carl Hall Rd - SMART,43.7482972,-79.47570569999999,16,3
HTO Park West,43.63737145931921,-79.38976958703309,3,25
Downsview Park Blvd / Keele St  - SMART,43.73673829262113,-79.48227195568086,1,16
Downsview Park Subway Station - SMART,43.753107,-79.479626,19,1
Keele St / Dovehouse Ave - SMART,43.7494501,-79.4869662,6,10
Exhibition GO (Atlantic Ave),43.637695491830144,-79.42023184193503,1,6
Queens Quay E / Lower Jarvis St ,43.64392767366328,-79.3687301736982,0,22
Phoebe St / Spadina Ave,43.650033,-79.396555,2,28
Lynn Williams St / Pirandello St ,43.639124514797004,-79.41423166721611,0,16
Bay St / Queens Quay W (Ferry Terminal),43.640978,-79.376785,30,2
College St / Huron St,43.658148,-79.398167,11,7
Northern Dancer Blvd / Lake Shore Blvd E,43.663162,-79.309765,25,2
Spadina Rd / Austin Terrace,43.67883,-79.408723,16,0
York St / Queens Quay W,43.640132,-79.380464,13,40
Front St W / University Ave (1),43.6451635,-79.3831757,15,0
Willingdon Blvd / Bloor St W (Green P),43.64817,-79.510392,12,2
Wallace Ave / Symington Ave - SMART,43.661324,-79.449534,9,3
Wellesley Station Green P,43.66496415990742,-79.38355031526893,2,0
York St / Harbour St (Love Park),43.640741,-79.3798521,6,8
Sherbourne St / Carlton St (Allan Gardens),43.663102,-79.373181,4,11
Ontario Place Blvd / Lake Shore Blvd W,43.6322445,-79.4108105,4,22
Simcoe St / Dundas St W - SMART,43.655103,-79.389295,13,5
College St / Markham St,43.6563888888889,-79.4091666666667,14,5
Dundas St W / Crawford St,43.649722,-79.416944,0,21
Sunnyside - Gus Ryder Pool,43.637894,-79.454823,16,10
High Park - West Rd,43.6525077,-79.4654233,20,3
Bloor St W / High Park Ave (High Park),43.6535269,-79.4650569,11,12
Front St E / Cherry St,43.652686,-79.358395,2,12
519 Church St  - SMART,43.666850777484896,-79.38114574756837,4,8
Dundas St E / River St,43.661152,-79.358505,3,14
Shuter St/River St,43.659296,-79.358035,0,8
Madison Ave / Bloor St W,43.667158,-79.402761,3,0
Danforth Ave / Danforth Rd,43.69362206784152,-79.27710529695892,12,3
Brimley Rd / McCowan District Park,43.72704086366749,-79.24391402446746,17,2
Ossington Ave / Bruce St,43.64570236705167,-79.41933192053696,1,13
King St W / Jameson Ave - SMART,43.63735795888104,-79.43617975886079,3,9
Parkcrest Dr / Kingston Rd,43.73596719224253,-79.21995221481933,12,2
Scarborough Soccer Centre,43.7154661,-79.2876595,13,6
Lansdowne Ave / Seaforth Ave ,43.642904395956684,-79.43746059447746,4,7
Danforth Rd / Birchmount Rd ,43.70688,-79.26850999999999,12,3
Pharmacy Ave / Teesdale Pl,43.697356080874876,-79.28528711019696,10,9
Yonge St / Montgomery Ave - SMART,43.70960859570095,-79.39915125005619,12,0
552 Birchmount Rd,43.71176278859601,-79.27028152889692,12,2
Highfield Rd / Gerrard St E,43.671771,-79.324961,0,19
Eastgate Ct / Pharmacy Ave ,43.7110442448186,-79.29127313845584,12,2
Firvalley Ct / Warden Ave,43.7032112,-79.2787149,9,10
Midland Ave / Kingston Rd,43.7128578,-79.2487086,16,2
Bellamy Rd S / Kingston Rd,43.7323277855009,-79.22496619876934,19,0
Avenue Rd / Cumberland St ,43.669821695059376,-79.39444614603269,13,1
High Park Amphitheatre,43.645653,-79.464366,10,12
High Park Outdoor Pool,43.649217,-79.465319,12,15
Fenwood Ht / Kingston Rd,43.72690169821676,-79.22920396582664,13,2
Avenue Rd / Macpherson Ave ,43.67794376009951,-79.39836278587889,10,3
Princes' Gates,43.634565,-79.409161,0,14
Dufferin St / Queen St W,43.64309687937765,-79.42875613770637,0,15
Bay St / Dundas St W,43.655350778457056,-79.38345966759798,6,19
Shaw St / King St W,43.6412561641921,-79.41502994047545,1,14
Portland St / Queen St W,43.6476,-79.4015,1,12
Yonge St / Merton St ,43.6962750705313,-79.39629396191867,18,5
Soudan Ave / Yonge St ,43.70430959999999,-79.3972815,17,0
